P|15|10.4586,36.6769;10.4751,36.7058;10.5040,36.7264;10.5329,36.7388;10.5411,36.7511;10.5989,36.7800;10.6071,36.7883;10.6401,36.8047;10.6731,36.8336;10.6978,36.8460;10.7102,36.8584;10.7680,36.8914;10.8092,36.8955;10.8257,36.9037;10.8463,36.9244;10.8917,36.9450;10.9082,36.9656;10.9164,36.9986;10.9329,37.0110;10.9989,37.0440;11.0237,37.0275;11.0319,36.9821;11.0732,36.9326;11.0814,36.9120;11.0814,36.8749;11.0649,36.8542;10.9742,36.7759;10.9494,36.7429;10.9206,36.7305;10.9123,36.7140;10.8999,36.6686;10.8422,36.5944;10.7886,36.4872;10.7556,36.4830;10.7185,36.4707;10.7061,36.4624;10.6277,36.4294;10.5700,36.4253
P|15|10.5700,36.4253;10.5782,36.4294;10.5865,36.4954;10.5782,36.5284;10.5246,36.5820;10.4958,36.6192;10.4834,36.6439;10.4669,36.6563;10.4586,36.6769
P|15|10.5287,36.3923;10.5700,36.4253
M|1,15|10.2400,36.7429;10.2565,36.7181;10.2895,36.7181;10.3803,36.6728;10.4091,36.6315;10.4669,36.5820;10.4958,36.5367;10.5081,36.4542;10.5287,36.3923
P|1,22,23|9.9142,36.3676;9.9101,36.3882;9.9101,36.4377;9.9183,36.4789;9.9555,36.5202;9.9884,36.5284;10.0008,36.5408;10.0462,36.6068;10.0668,36.6274;10.0874,36.6315;10.1039,36.6439;10.1369,36.6563;10.1658,36.6810;10.1864,36.7058;10.1947,36.7264;10.1988,36.7511;10.1947,36.7800
P|3,23|9.6008,36.6480;9.6172,36.6274;9.6172,36.6150;9.6461,36.5944;9.6544,36.5697;9.6585,36.4954;9.6709,36.4624;9.6997,36.4542;9.7534,36.4212;9.7864,36.4171;9.7987,36.4088;9.8358,36.4006;9.8688,36.3841;9.9142,36.3676
P|23|9.8400,36.3304;9.8565,36.3346;9.8688,36.3469;9.8977,36.3634;9.9142,36.3676
P|3,18|9.2625,36.4500;9.2502,36.4336;9.2378,36.3964;9.2172,36.3758;9.1883,36.3634;9.1553,36.3428;9.1388,36.3263
M|7|8.7759,36.4913;8.7717,36.4789;8.7264,36.4500;8.7016,36.4418;8.6398,36.4418;8.5903,36.4542;8.5573,36.4583;8.5078,36.4542;8.4707,36.4459;8.4088,36.4583;8.3634,36.4336;8.3387,36.4294;8.2974,36.4129;8.2644,36.4047;8.2397,36.4047;8.2108,36.3964;8.1861,36.4006;8.1490,36.3799;8.1325,36.3758;8.1077,36.3882;8.0747,36.3717;8.0623,36.3799;8.0500,36.3758;8.0128,36.3511;8.0005,36.3098;7.9716,36.3016
P|4,18|9.1388,36.3263;9.1141,36.3098;9.0687,36.2933;9.0398,36.2851;9.0192,36.2892;8.9780,36.2809;8.9202,36.2603;8.8625,36.2191;8.8542,36.2067
